Company;Name;Ref;Review Date;Cocoa_Percent;Company_Location;Rating;Broad_Bean_Origin;Bean_Type
Amatller (Simon Coll);Ecuador;464;2009;85;Spain;2.75;Ecuador;
Amatller (Simon Coll);Ghana;464;2009;85;Spain;3.0;Ghana;Forastero
Ambrosia;Belize;1494;2015;64;Canada;3.0;Belize;Trinitario
Ambrosia;Venezuela;1498;2015;70;Canada;3.25;Venezuela;
Ara;Madagascar;1375;2014;75;France;3.0;Madagascar;Trinitario
Artisan du Chocolat;Ba Ria Vung Tau Province;600;2010;72;U.K.;3.25;Vietnam;Trinitario
Artisan du Chocolat;Java;355;2009;72;U.K.;2.75;Indonesia;Trinitario
Beehive;Ecuador;1788;2016;90;U.S.A.;2.75;Ecuador;
Benoit Nihant;Rio Peripa H.;1141;2013;73;Belgium;4.0;Ecuador;Trinitario
Bittersweet Origins;Bali, Singaraja;478;2010;75;U.S.A.;3.25;Indonesia;
Bittersweet Origins;Sambirano, 2009;565;2010;70;U.S.A.;3.0;Madagascar;Trinitario
Black River (A. Morin);Blue Mountain Region;1331;2014;70;U.K.;2.75;Jamaica;Trinitario
Brasstown aka It's Chocolate;Chuao;1355;2014;70;U.S.A.;4.0;Venezuela;Trinitario
Cacao Atlanta;Dominican Republic w/ nibs;502;2010;75;U.S.A.;2.75;Dominican Republic;
Cacao Sampaka;Papua;523;2010;71;Spain;4.0;Papua New Guinea;
Caribeans;Anselmo Paraiso Estate;1586;2015;72;Costa Rica;3.5;Costa Rica;
Castronovo;the lost city, gracias a dias, batch 362;1570;2015;72;U.S.A.;3.5;Honduras;Trinitario
Cemoi;Equateur;404;2009;72;France;2.75;Ecuador;
Chocolate Tree, The;Maranon;1582;2015;69;Scotland;3.75;Peru;Forastero (Nacional)
Choklat;Ocumare;377;2009;80;Canada;2.5;Venezuela;Criollo
Claudio Corallo;Terreiro Velho P.;470;2010;73;Sao Tome;3.75;Sao Tome & Principe;Forastero
Coppeneur;Porcelana, Venezuela;220;2008;72;Germany;3.0;Venezuela;Criollo (Porcelana)
Dandelion;Patanemo;1026;2013;70;U.S.A.;3.25;Venezuela;
Danta;Sambirano;987;2012;70;Guatemala;3.75;Madagascar;Trinitario
Dolfin (Belcolade);Noir;63;2006;70;Belgium;1.5;;
Domori;Morogoro;863;2012;70;Italy;3.5;Tanzania;
Domori;Madagared;192;2007;70;Italy;3.5;Madagascar;Criollo
Fresco;Sambirano Valley, #215, MR, MC;688;2011;74;U.S.A.;3.0;Madagascar;Trinitario
Heirloom Cacao Preservation (Guittard);Los Rios, Hacienda Limon, Orecao, 2014;1243;2014;67;U.S.A.;3.75;Ecuador;EET
Hotel Chocolat (Coppeneur);St. Lucia;245;2008;72;U.K.;3.0;St. Lucia;
Kerchner;La Red, Project Reserva, Guaconejo;1133;2013;70;U.S.A.;3.75;Dominican Republic;
La Maison du Chocolat (Valrhona);Akosombo;346;2009;68;France;3.25;Ghana;Forastero
Letterpress;Beniamo;1562;2015;70;U.S.A.;3.25;Bolivia;
Letterpress;San Andres;1566;2015;70;U.S.A.;3.0;Costa Rica;
Luker;Misterio;552;2010;58;Colombia;3.0;Colombia, Ecuador;
Madre;Brazil;1085;2013;70;U.S.A.;3.5;Brazil;
Map Chocolate;Kakoa Kamili, Both Man & Bird & Beast;1610;2015;72;U.S.A.;3.0;Tanzania;
Mast Brothers;French Laundry 20th Anniversary;1359;2014;75;U.S.A.;3.75;Peru, Belize;Blend
Mast Brothers;Chuao, Dark Roast;709;2011;70;U.S.A.;3.0;Venezuela;Trinitario
Metiisto;Akesson Estate;1267;2014;72;Sweden;3.5;Madagascar;Trinitario
Metropolitan;South America;1688;2015;70;Amsterdam;3.5;South America;Trinitario
Michel Cluizel;Vila Gracinda;135;2007;67;France;3.5;Sao Tome;Forastero
Michel Cluizel;Los Ancones P.;24;2006;67;France;4.0;Dominican Republic;
Middlebury;Maya Mountain;1490;2015;80;U.S.A.;3.5;Belize;Trinitario
Muchomas (Mesocacao);Nicaragua;1462;2015;70;U.S.A.;3.5;Nicaragua;
Nibble;Patanemo;1526;2015;72;U.S.A.;2.25;Venezuela;Criollo
Olive and Sinclair;Dark 67;457;2009;67;U.S.A.;2.75;Ghana, Domin. Rep;
Pacari;Esmeraldas;224;2008;60;Ecuador;2.5;Ecuador;Forastero (Arriba)
Pitch Dark;Nicalizo;1510;2015;80;U.S.A.;2.75;Nicaragua;Trinitario
Pitch Dark;Akesson Estate;1311;2014;73;U.S.A.;3.25;Madagascar;Trinitario
Pralus;Porcelana, S. of Lake Maracaibo;717;2011;75;France;3.25;Venezuela;Criollo (Porcelana)
Pralus;Colombie;40;2006;75;France;3.5;Colombia;Trinitario
Q Chocolate;Brazil;935;2012;65;Brazil;3.25;Brazil;
Ritual;Camino Verde P., Balao, 2015 harvest, batch8;1860;2016;75;U.S.A.;3.75;Ecuador;
Santander;Colombian Semi Dark;32;2006;53;Colombia;2.0;Colombia;Forastero (Nacional)
Scharffen Berger;Semisweet;56;2006;62;U.S.A.;3.0;;Blend
Spagnvola;AgroCriso Plantation;793;2012;70;U.S.A.;3.0;Dominican Republic;
SRSLY;Dominican Republic;1113;2013;70;U.S.A.;3.0;Dominican Republic;
Svenska Kakaobolaget;Sri Lanka;1618;2015;70;Sweden;2.75;Sri Lanka;Criollo, Trinitario
Szanto Tibor;Winak, Sumaco;1704;2015;70;Hungary;3.75;Ecuador;Forastero (Nacional)
Tablette (aka Vanillabeans);Colombia;1450;2015;70;Japan;3.0;Colombia;
Valrhona;Sambirano, Ampamakia 2005, Millot P.;75;2006;64;France;3.5;Madagascar;Trinitario
Wellington Chocolate Factory;Conacado;1756;2016;70;New Zealand;3.5;Dominican Republic;Trinitario
Wilkie's Organic;Amazonas;1169;2013;89;Ireland;2.75;Peru;Criollo
A. Morin;Panama;1011;2013;70;France;2.75;Panama;
A. Morin;Chuao;1015;2013;70;France;4.0;Venezuela;Trinitario
Acalli;Tumbes, Norandino;1470;2015;70;U.S.A.;3.75;Peru;Criollo
Alain Ducasse;Chuao;1061;2013;75;France;2.5;Venezuela;Trinitario
Altus aka Cao Artisan;Momotombo;1728;2016;60;U.S.A.;2.75;Nicaragua;
Amano;Morobe;725;2011;70;U.S.A.;4.0;Papua New Guinea;
Amano;Chuao;544;2010;70;U.S.A.;3.0;Venezuela;Trinitario
Artisan du Chocolat;Madagascar;363;2009;80;U.K.;3.0;Madagascar;Criollo, Trinitario
Bakau;Bambamarca, 2015;1454;2015;70;Peru;2.75;Peru;
Beschle (Felchlin);Indigena Amazonia, Grand Cru, Quizas;636;2011;72;Switzerland;3.5;Venezuela;
Bonnat;Porcelana, Tabasco, Marfil de Blanco;336;2009;75;France;3.0;Mexico;Criollo
Bonnat;Porcelana, Apotequil;336;2009;75;France;2.75;Peru;Criollo
Cacao Barry;Grand 'Anse;1716;2016;65;France;3.5;Haiti;Trinitario, Criollo
Cacao Prieto;Dominican Republic;641;2011;66;U.S.A.;3.75;Dominican Republic;
Cacao Sampaka;Ecuador;523;2010;71;Spain;3.75;Ecuador;
Castronovo;Maya Mtn, Batch 454, Heirloom;1724;2016;72;U.S.A.;4.0;Belize;Trinitario
Castronovo;Piaroa, Amazonas, Batch 350;1574;2015;72;U.S.A.;3.5;Venezuela;
Chocablog;Ecuador;1454;2015;70;U.K.;3.25;Ecuador;
Choco Dong;Tawau, Oct. 2015 Harvest;1696;2015;70;South Korea;3.5;Malaysia;Trinitario
Chocovic;Xoconusco;478;2010;71;Spain;3.25;Mexico;Criollo
Chocovic;Bolivar, Guaranda;117;2007;71;Spain;2.5;Ecuador;Forastero (Arriba)
Chocovivo;Tabasco;1522;2015;65;U.S.A.;2.5;Mexico;Trinitario
Cravve;Vanuatu;975;2012;64;Australia;3.25;Vanuatu;Trinitario
DeVries;Bolivian;241;2008;80;U.S.A.;2.75;Bolivia;
Domori;Ocumare 77;1672;2015;70;Italy;3.75;Venezuela;Criollo (Ocumare 77)
Domori;Apurimac;87;2006;70;Italy;3.25;Peru;Trinitario
Ethel's Artisan (Mars);Venezuela, Trinidad;672;2011;62;U.S.A.;2.5;Venezuela, Trinidad;
Felchlin;Elvesia P.;105;2006;74;Switzerland;3.0;Dominican Republic;Trinitario, Criollo
Finca;Puerto Rico;1283;2014;65;U.S.A.;2.25;Puerto Rico;
Forteza (Cortes);Puerto Rico;1776;2016;80;Puerto Rico;2.75;Domincan Republic;
Fresco;Conacado, #212, LR, SC;642;2011;72;U.S.A.;3.5;Dominican Republic;
Fresco;Conacado, #213, DR, -C;682;2011;72;U.S.A.;3.25;Dominican Republic;
Glennmade;Toledo District, 2015 Harvest;1848;2016;70;U.S.A.;3.5;Belize;
Guittard;Quetzalcoatl;147;2007;72;U.S.A.;3.5;;Blend
Heirloom Cacao Preservation (Guittard);Wild Beni, Lower Rio Beni, Tranquilidad, 2014;1243;2014;67;U.S.A.;3.0;Bolivia;Beniano
Hogarth;Carenero Superior;1712;2016;72;New Zealand;2.75;Venezuela;Trinitario
Idilio (Felchlin);Coopertiva Amazona;725;2011;72;Switzerland;3.75;Venezuela;Criollo
Indah;India (south);1788;2016;61;India;2.5;India;
Kallari (Ecuatoriana);Cacao Nacional W.F.;269;2008;85;Ecuador;3.0;Ecuador;
Letterpress;Kokoa Kamili;1566;2015;70;U.S.A.;3.5;Tanzania;
Lillie Belle;Wild Thing;947;2012;68;U.S.A.;3.5;Bolivia;Criollo
Luker;Santander;552;2010;65;Colombia;3.5;Colombia;
Maglio;Santo Domingo;308;2008;70;Italy;3.75;Dominican Republic;Blend-Forastero,Criollo
Mars;Ivory Coast;544;2010;65;U.S.A.;3.0;Ivory Coast;
Mast Brothers;La Red de Guanconejo, N. Highlands coop;777;2011;74;U.S.A.;3.75;Dominican Republic;
Meadowlands;Bolivia;1287;2014;70;U.S.A.;2.5;Bolivia;
Mesocacao;La Tronca, Matagalpa;1351;2014;70;Honduras;3.25;Nicaragua;
Michel Cluizel;Chiapas, Mokaya P.;963;2012;66;France;3.75;Mexico;
Middlebury;Houseblend;887;2012;65;U.S.A.;1.5;;
Mindo;Ecuador;607;2010;77;U.S.A.;2.75;Ecuador;
Mita;Tumaco;955;2012;65;Colombia;2.5;Colombia;
Molucca;La Red;1614;2015;70;U.S.A.;3.0;Domincan Republic;
Noir d' Ebine;Venezuela;837;2012;70;U.S.A.;3.0;Venezuela;
Oakland Chocolate Co.;Jamaica;478;2010;70;U.S.A.;2.5;Jamaica;Trinitario
Paul Young;Madagascar, w/ shell;1271;2014;64;U.K.;2.75;Madagascar;Trinitario
Pierre Marcolini;Peru, Las Pampas P.;531;2010;85;Belgium;3.0;Peru;Criollo
Pierre Marcolini;Bahia Brazil, Fazenda Sao Pedro;414;2009;72;Belgium;3.0;Brazil;Forastero
Pralus;Fortissima;93;2006;80;France;4.0;Ecuador;Criollo, Trinitario
Pralus;Trinidad;5;2006;75;France;3.5;Trinidad;Trinitario
Republica del Cacao (aka Confecta);Esmeraldas;494;2010;75;Ecuador;3.25;Ecuador;
Ritual;Camino Verde P., 2012, Balao, Guayas;967;2012;75;U.S.A.;3.25;Ecuador;Nacional (Arriba)
Silvio Bessone;Maya Belize;717;2011;67;Italy;3.0;Belize;Criollo
Solstice;San Martin;1161;2013;70;U.S.A.;3.25;Peru;
Soma;Dual Origins, Sambirano, Elvesia;867;2012;70;Canada;4.0;Dom. Rep., Madagascar;Blend
Summerbird;Peru;1800;2016;71;Denmark;3.0;Peru;Criollo, Trinitario
Szanto Tibor;Crudo;761;2011;70;Hungary;3.0;Venezuela;
Tablette (aka Vanillabeans);Trinidad;1680;2015;77;Japan;2.75;Trinidad;Trinitario
TCHO;Citrus-beta;280;2008;70;U.S.A.;2.75;Madagascar;
Tejas;Capistrano*;829;2012;70;U.S.A.;3.0;Madagascar;
Valrhona;Chuao 2002 P.;129;2007;65;France;3.75;Venezuela;Trinitario
Valrhona;Araguani;117;2007;72;France;3.0;Venezuela, Carribean;Blend
Violet Sky;Cuyagua;1458;2015;77;U.S.A.;3.0;Venezuela;Criollo
Zokoko;Guadalcanal;1716;2016;78;Australia;3.75;Solomon Islands;
A. Morin;Akata;1680;2015;70;France;3.5;Togo;
Altus aka Cao Artisan;Bolivia;1133;2013;60;U.S.A.;3.0;Bolivia;
Ambrosia;Dominican Republic;1498;2015;75;Canada;3.25;Dominican Republic;
Amedei;Grenada;123;2007;70;Italy;3.5;Grenada;Trinitario
Ara;Equateur;1379;2014;75;France;2.75;Ecuador;
Arete;Puerto Quito, heirloom;1534;2015;70;U.S.A.;3.75;Ecuador;Forastero (Nacional)
Bar Au Chocolat;Chiapas;983;2012;70;U.S.A.;3.5;Mexico;
Bellflower;Kakao Kamili, Kilombero Valley;1800;2016;70;U.S.A.;3.5;Tanzania;Criollo, Trinitario
Benoit Nihant;Chuao;1141;2013;74;Belgium;3.5;Venezuela;Criollo
Bittersweet Origins;Puerto Plata;233;2008;68;U.S.A.;3.75;Dominican Republic;
Bonnat;Cuba;629;2011;75;France;3.5;Cuba;Trinitario
Brazen;Ambolikapkly P.;1518;2015;60;U.S.A.;3.25;Madagascar;
Cacao Barry;Santo Domingo;586;2010;70;France;3.0;Dominican Republic;
C-Amaro;Trinidad;765;2011;70;Italy;2.5;Trinidad;Trinitario
Caoni (Tulicorp);Esmeraldas;269;2008;55;Ecuador;3.5;Ecuador;Forastero (Arriba)
Castronovo;Duarte, Batch 360;1570;2015;70;U.S.A.;3.75;Domincan Republic;Criollo, Trinitario
Castronovo;Conacado;1101;2013;73;U.S.A.;3.5;Dominican Republic;Trinitario
Coppeneur;Ghana Puristique;813;2012;85;Germany;3.5;Ghana;Forastero
Damson;Crayfish Bay aka Non Pariel Estate;1666;2015;70;U.K.;2.25;Grenada;
Dandelion;Madagascar;654;2011;70;U.S.A.;3.25;Madagascar;Trinitario
Danta;Los Ujuxtes;987;2012;70;Guatemala;3.75;Guatemala;
Danta;Chuao;987;2012;75;Guatemala;3.0;Venezuela;Trinitario
DeVries;Costa Rica;166;2007;77;U.S.A.;3.5;Costa Rica;Trinitario
Domori;Carupano, H. San Jose;227;2008;70;Italy;3.0;Venezuela;Trinitario
Duffy's;Bocas del Toro, Tierra Oscura;697;2011;72;U.K.;3.0;Panama;
Erithaj (A. Morin);Ham Luong;1209;2014;80;France;3.0;Vietnam;Trinitario
Fresco;Maranon, #228, MR, SC;1383;2014;70;U.S.A.;3.0;Peru;Forastero (Nacional)
Fresco;Markham Valley, #221, DR, MC;899;2012;69;U.S.A.;3.5;Papua New Guinea;
hexx;Ecuador;1550;2015;73;U.S.A.;3.25;Ecuador;
Hotel Chocolat (Coppeneur);Chanchamayo, Pichanadi, 2012, 60hr c.;1109;2013;100;U.K.;2.75;Peru;
Hotel Chocolat (Coppeneur);Island Growers, 120hr c.;623;2011;65;U.K.;3.0;St. Lucia;Trinitario
Lillie Belle;The Other One, Grand Cru;947;2012;74;U.S.A.;3.0;Dominican Republic;
Lillie Belle;Perfect Illusion;855;2012;65;U.S.A.;3.5;Peru;Criollo
Maglio;Ecuador;308;2008;70;Italy;3.0;Ecuador;Forastero (Nacional)
Map Chocolate;ROIG, 2014;1474;2015;70;U.S.A.;3.5;Dominican Republic;Criollo, Trinitario
Mast Brothers;Patanemo;572;2010;81;U.S.A.;2.75;Venezuela;Criollo
Maverick;Morropon, Norandiono Coop, Piura;1430;2014;63;U.S.A.;3.5;Peru;Criollo
Meadowlands;Venezuela;1287;2014;70;U.S.A.;2.75;Venezuela;
Noir d' Ebine;Ecuador;841;2012;70;U.S.A.;3.0;Ecuador;
Olive and Sinclair;Dark 75;457;2009;75;U.S.A.;3.0;Ghana, Domin. Rep;
Patric;Signature Blend;636;2011;70;U.S.A.;3.75;;Blend
Pinellas;Wampusirpi Region;1772;2016;80;U.S.A.;2.5;Honduras;
Pitch Dark;"Camino Verde P., Balao, Guayas, ""Fruity""";1319;2014;73;U.S.A.;3.25;Ecuador;
Q Chocolate;Brazil;1057;2013;85;Brazil;3.5;Brazil;
Q Chocolate;Brazil;1069;2013;55;Brazil;2.75;Brazil;
Shattell;Porcelana;757;2011;75;Peru;3.5;Peru;Criollo
Soma;Apurimac, El Quinacho Co-op;1073;2013;70;Canada;2.75;Peru;Criollo
Soma;Orinoco;1173;2013;70;Canada;3.25;Venezuela;Forastero
Soma;Ocumare;387;2009;70;Canada;3.75;Venezuela;Criollo
Spagnvola;AgroCriso Plantation;793;2012;80;U.S.A.;3.0;Dominican Republic;
Starchild;Rio Tuma;1692;2015;70;U.S.A.;3.0;Nicaragua;Trinitario (Amelonado)
Sublime Origins;Sambirano;1157;2013;67;U.S.A.;2.75;Madagascar;Trinitario
Tabal;Peru;1105;2013;70;U.S.A.;3.0;Peru;
Terroir;Ecuador;1482;2015;70;U.S.A.;3.25;Ecuador;
Valrhona;Loma Sotavento, 2013;1153;2013;64;France;3.5;Dominican Republic;
Valrhona;Porcelana, Maracaibo, Palmira P. 2006;162;2007;64;France;3.25;Venezuela;Criollo (Porcelana)
Videri;Trinidad;1211;2014;75;U.S.A.;3.5;Trinidad;Trinitario
Willie's Cacao;Rio Caribe;457;2009;72;U.K.;3.25;Venezuela;Trinitario
Zotter;Kongo, Highlands;883;2012;68;Austria;3.25;Congo;Forastero
Zotter;Amazonas Frucht;801;2012;65;Austria;3.5;;
Altus aka Cao Artisan;Villa Andina;1732;2016;60;U.S.A.;2.5;Peru;
Bittersweet Origins;Sambirano;423;2009;75;U.S.A.;3.25;Madagascar;Trinitario
Black Mountain;Carenero Superior;256;2008;70;U.S.A.;2.75;Venezuela;Trinitario
Blue Bandana;Guatemala;911;2012;70;U.S.A.;3.5;Guatemala;
Bonnat;Trinite;24;2006;75;France;3.75;Carribean;Trinitario
Burnt Fork Bend;Trinidad;1299;2014;72;U.S.A.;3.25;Trinidad;Trinitario
Cacao Atlanta;Patanemo;600;2010;75;U.S.A.;2.25;Venezuela;
Cacao Barry;Mexico;147;2007;66;France;3.0;Mexico;
Cacao Sampaka;Xoconusco, Chiapas;346;2009;70;Spain;4.0;Mexico;Criollo
C-Amaro;Sao Tome;749;2011;78;Italy;2.25;Sao Tome;Forastero
Captain Pembleton;Saidor Estate, Madang P.;1263;2014;70;New Zealand;3.5;Papua New Guinea;Trinitario
Cello;Bolivia;1251;2014;70;U.S.A.;3.0;Bolivia;
Chocolate Tree, The;Carenero Superior;1582;2015;80;Scotland;3.75;Venezuela;Trinitario
Chokolat Elot (Girard);Guadeloupe;1149;2013;42;Martinique;2.75;Martinique;
Coleman & Davis;Sambirano;1646;2015;75;U.S.A.;3.0;Madagascar;Trinitario
Condor;Camino Verde;1630;2015;76;U.S.A.;3.5;Ecuador;
Dandelion;Elvesia, 2011;915;2012;70;U.S.A.;3.75;Dominican Republic;
Dean and Deluca (Belcolade);Peru;180;2007;64;U.S.A.;3.0;Peru;
Dick Taylor;Sambirano;661;2011;80;U.S.A.;2.75;Madagascar;Trinitario
Duffy's;Rio Dulce, Xoco;1662;2015;70;U.K.;4.0;Guatemala;Criollo
Durci;Maranon, Joya Rara;1626;2015;70;U.S.A.;3.5;Peru;Forastero (Nacional)
Friis Holm (Bonnat);Chuno, triple turned, Xoco;895;2012;70;Denmark;3.25;Nicaragua;Criollo, Trinitario
Fruition;Camino Verde;1185;2013;75;U.S.A.;3.0;Ecuador;
Guittard;Sur del Lago;87;2006;65;U.S.A.;2.5;Venezuela;Trinitario, Criollo
Habitual;one hundred;1205;2014;100;Canada;2.0;;
Hoja Verde (Tulicorp);Arriba;414;2009;80;Ecuador;2.0;Ecuador;Forastero (Arriba) ASS
Hotel Chocolat (Coppeneur);Uganda;296;2008;80;U.K.;2.5;Uganda;Forastero
L.A. Burdick (Felchlin);Quito;682;2011;74;U.S.A.;3.75;Ecuador;
Laia aka Chat-Noir;Cuba, Batch 59/100;1590;2015;75;France;3.0;Cuba;
Lonohana;"Haleiwa, O'ahu; Lonohana E., Kanahiku";1383;2014;70;U.S.A.;3.75;Hawaii;
Manoa;Coto Brus;1522;2015;72;U.S.A.;3.75;Costa Rica;
Map Chocolate;A case of the Xerces Blues, triple roast;1606;2015;70;U.S.A.;3.5;Nicaragua;
Menakao (aka Cinagra);Madagascar;837;2012;80;Madagascar;2.5;Madagascar;Trinitario
Mesocacao;El Salvador;1494;2015;70;Honduras;3.0;El Salvador;
Naive;Maranon Canyon, Fortunato No. 4;1133;2013;78;Lithuania;3.75;Peru;Forastero (Nacional)
Neuhaus (Callebaut);Papua New Guinea;531;2010;70;Belgium;2.5;Papua New Guinea;Criollo
Pacari;Cumbia;1415;2014;70;Ecuador;3.5;Ecuador;
Pacari;Tangara;1415;2014;70;Ecuador;4.0;Ecuador;
Palette de Bine;Lachua;1720;2016;70;Canada;2.75;Guatemala;
Palette de Bine;Camino Verde P., Balao, Guayas;1303;2014;75;Canada;2.75;Ecuador;
Pierre Marcolini;Los Rios, Puerto Romero, Equateur;129;2007;72;Belgium;3.75;Ecuador;Forastero (Nacional)
Pierre Marcolini;Cabosse;111;2007;70;Belgium;4.0;Venezuela, Java;Blend
Pomm (aka Dead Dog);Peru;829;2012;82;U.S.A.;2.75;Peru;Criollo
Pralus;Peru;1446;2015;75;France;3.25;Peru;
Pralus;Madagascar, Nosy Be Isle.;5;2006;75;France;3.75;Madagascar;Criollo
Pump Street Bakery;Crayfish Bay Estate, 2014;1502;2015;70;U.K.;3.5;Grenada;Trinitario
Raaka;Madagascar;959;2012;75;U.S.A.;3.25;Madagascar;Trinitario
Ranger;San Martin, Batch 2;1558;2015;70;U.S.A.;2.5;Peru;
Rogue;Akessons Estate, Sambirano, 2013;1038;2013;70;U.S.A.;3.5;Madagascar;Trinitario
Seaforth;Dominican Republic;1658;2015;70;U.K.;2.75;Domincan Republic;
Shark Mountain;ROIG;1466;2015;74;U.S.A.;3.5;Dominican Republic;Criollo, Trinitario
Soma;Peruvian;676;2011;64;Canada;4.0;Peru;
Taza;Dark, Stone Ground;180;2007;70;U.S.A.;3.0;Dominican Republic;
Terroir;Ecuador;1323;2014;77;U.S.A.;3.25;Ecuador;
twenty-four blackbirds;Dominican Republic;753;2011;73;U.S.A.;2.75;Dominican Republic;
Vao Vao (Chocolaterie Robert);Madagascar;404;2009;70;Madagascar;3.0;Madagascar;Trinitario
Wilkie's Organic;Amazonas;1169;2013;75;Ireland;2.5;Peru;Criollo
Willie's Cacao;Sambirano;593;2010;71;U.K.;3.0;Madagascar;Trinitario
Woodblock;Maranon, Cajamarca;1243;2014;70;U.S.A.;3.0;Peru;Forastero (Nacional)
Woodblock;Sambirano;951;2012;70;U.S.A.;3.25;Madagascar;Trinitario
Zokoko;Tokiala;701;2011;66;Australia;3.5;Papua New Guinea;Trinitario
Zotter;Huiwani Coop;879;2012;75;Austria;3.0;Papua New Guinea;Criollo, Trinitario
Zotter;Peru;647;2011;70;Austria;3.75;Peru;
A. Morin;Quilla;1704;2015;70;France;3.5;Peru;
A. Morin;Kpime;1676;2015;70;France;2.75;Togo;
A. Morin;Brazil;1011;2013;70;France;3.25;Brazil;
Amedei;Nine;111;2007;75;Italy;4.0;;Blend
Artisan du Chocolat (Casa Luker);Orinoqua Region, Arauca;1181;2013;72;U.K.;2.75;Colombia;Trinitario
Bahen & Co.;Papua New Guinea;1474;2015;70;Australia;3.5;Papua New Guinea;
Benoit Nihant;Somia Plantation, Sambirano, 70hr C;773;2011;72;Belgium;3.75;Madagascar;Trinitario
Bittersweet Origins;Puerto Plata;414;2009;75;U.S.A.;3.0;Dominican Republic;
Blue Bandana;Madagascar;911;2012;70;U.S.A.;3.75;Madagascar;Trinitario
Bonnat;Cusco, Cacao Cusco;629;2011;75;France;3.5;Peru;
Brasstown aka It's Chocolate;Cooproagro;1125;2013;72;U.S.A.;3.0;Dominican Republic;Trinitario
Brazen;Alta Verapaz, 2014;1514;2015;70;U.S.A.;3.5;Guatemala;
Cacao Atlanta;"Dominican Republic, ""Love Bar""";502;2010;75;U.S.A.;2.5;Dominican Republic;
Castronovo;Sierra Nevada;1347;2014;72;U.S.A.;3.5;Colombia;Criollo, Trinitario
Cello;Ecuador;1247;2014;70;U.S.A.;2.5;Ecuador;
Chocolarder;Dominican Republic;1514;2015;80;U.K.;2.5;Dominican Republic;
Davis;Rainforest;1093;2013;70;U.S.A.;2.75;Dominican Republic;
Dick Taylor;Elvesia;1235;2014;74;U.S.A.;3.5;Dominican Republic;
East Van Roasters;Dominican Republic;1343;2014;70;Canada;3.75;Dominican Republic;
Fossa;Camino Verde P., Balao, Guayas;1776;2016;75;Singapore;3.5;Ecuador;
Guittard;O'ahu, N. Shore, Waialua E., Kakoleka;316;2009;55;U.S.A.;3.0;Hawaii;
Guittard;Nocturne;387;2009;91;U.S.A.;3.0;;
Guittard;Semisweet;99;2006;61;U.S.A.;3.0;;Blend
Habitual;Sharkey;1201;2014;66;Canada;3.25;Hawaii;
Hogarth;Conacado;1712;2016;75;New Zealand;3.25;Domincan Republic;Trinitario
Hotel Chocolat (Coppeneur);Los Rios, H. Iara, 2012;1065;2013;82;U.K.;3.5;Ecuador;Forastero (Nacional)
L'Amourette;Rio Caribe;833;2012;75;U.S.A.;3.0;Venezuela;Trinitario
Map Chocolate;Tumbes, Dear Mr. Finley, 2014;1606;2015;68;U.S.A.;3.5;Peru;Criollo
Map Chocolate;San Juan Estate, Cherry Blossoms at Night;1606;2015;70;U.S.A.;2.75;Trinidad;Trinitario
Molucca;Peru;1618;2015;70;U.S.A.;3.25;Peru;
Nahua;Costa Rica, Oscuro;1049;2013;58;Costa Rica;2.5;Costa Rica;
Nuance;Canoabo, 2013;1458;2015;70;U.S.A.;3.0;Venezuela;Criollo
Pierre Marcolini;Porcelana, Tabasco, Limited Ed.;81;2006;72;Belgium;4.0;Mexico;Criollo
Roasting Masters;Tapanti, light roast;1844;2016;70;South Korea;3.25;Costa Rica;
Rogue;Hispaniola, 2013;1081;2013;70;U.S.A.;3.5;Dominican Republic;
Sacred;Twilight;813;2012;69;U.S.A.;3.25;Central and S. America;
Soma;Eastern Promises;967;2012;70;Canada;3.5;Mad., Java, PNG;Blend
Szanto Tibor;Ben Tre, Mekong Delta;1708;2015;70;Hungary;3.25;Vietnam;Trinitario
Terroir;Belize;1478;2015;70;U.S.A.;3.75;Belize;Trinitario
Whittakers;Ghana;733;2011;72;New Zealand;2.5;Ghana;Forastero
Wilkie's Organic;Amazonas w/ nibs;1173;2013;75;Ireland;2.75;Peru;Criollo
Willie's Cacao;Java;593;2010;69;U.K.;3.75;Indonesia;
A. Morin;Madagascar;1011;2013;70;France;3.0;Madagascar;Criollo
A. Morin;Peru;797;2012;63;France;3.75;Peru;
Akesson's (Pralus);Madagascar, Ambolikapiky P.;502;2010;75;Switzerland;2.75;Madagascar;Criollo
Alain Ducasse;Vietnam;1215;2014;75;France;2.75;Vietnam;Trinitario
Arete;Kokoa Kamili;1724;2016;70;U.S.A.;3.75;Tanzania;
Askinosie;San Jose del Tambo;175;2007;70;U.S.A.;3.0;Ecuador;Forastero (Arriba)
Beschle (Felchlin);Java, Grand Cru;508;2010;64;Switzerland;3.5;Indonesia;
Black Mountain;La Red;256;2008;70;U.S.A.;2.75;Dominican Republic;
Bonnat;Chuao;81;2006;75;France;4.0;Venezuela;Trinitario
Britarev;Ecuador;1638;2015;70;Russia;3.25;Ecuador;
Cacao Barry;Venezuela;141;2007;72;France;2.0;Venezuela;
Cacaoyere (Ecuatoriana);Pichincha;259;2008;91;Ecuador;1.5;Ecuador;Forastero (Arriba)
Cao;Porcelana;1804;2016;75;U.S.A.;2.5;Venezuela;Criollo
Chloe Chocolat;Blend No. 1;672;2011;70;France;3.5;;
Chocola'te;Madagascar;647;2011;70;U.S.A.;3.75;Madagascar;Trinitario
